,FragmentID, SessionEndDate,Tono emocional,¿Cuándo sucedieron,¿La experiencia que compartiste es?,¿Qué tan común?,¿Por cuánto tiempo?,¿Quién crees que debe saber sobre esta historia?,¿En cuántos colegios/escuelas has estado?,Edad,Grado,Institucion Educativa Distrital,Género,FragmentEntry,StoryTitle,Temas,Familia,EstudiosAcudiente,Describe algo que es…,Sentí que tuve…,Las materias en clase...,El aprendizaje aplicado...,El aprendizaje por descubrimiento...,El auto-aprendizaje...,AreaLaHistoriaInvolucra,AreaEstaHistoriaMeEnseño,AreaLaLeccionImpactoEn,AreaEsImportante
10,0cd0b6ef-c139-466e-ae57-672b0cce3dc8,2017/12/01 03:00:20.702,Indiferente,Hace dos años,Experiencia personal,Común,Por mucho tiempo,Los compañeros,En 3,15,7,1. Colegio Agustín Fernández (IED),masculino,vez colegio ricaurte clase ingles momento profesor muchachos gritando molestando incluso peleando compañero puso molestar balón aula clase acompañe jugar causando daños desastres aula rompimos ventana balo naso coordinador llego profesor suspendieron haciendo pagar errores experiencia volvimos jugar molestar aula clase,causas respeto clase,Ninguna de las anteriores,"Papá,mamá,Hermanos",Bachiller,Completamente novedoso,Poco control,Me interesa poco / Importa poco para mi futuro,Me interesa poco / Importa poco para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Familia comunidad amigos,Nuevas conocimientos habilidades,Oportunidades futuro,Trabajar en equipo
11,0d63834e-004f-4a17-8190-39243845b688,2017/12/01 00:27:06.112,Feliz,El mes pasado,Una opinión,Pasa una vez cada tanto,Por algun tiempo,Los profesores y las directivas,En 2,17,9,1. Colegio Agustín Fernández (IED),masculino,bueno pues vida colegio agradable profesores ayudan muchas ocaciones mas algun lado problemas pues alfin segundos papas quieren enseñar nuevas cosas poder ser alguien vidas,colegio mas hermoso juventud,Relación con los profesores,"Papá,mamá,Hermanos",Bachiller,Novedoso,Poco control,Me interesa poco / Importa poco para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,Neutro,Neutro,Neutro,Neutro
12,10ab6daf-ac9b-4440-9343-391d5cfcfab5,2017/12/01 00:01:04.384,Muy Feliz,El mes pasado,Experiencia personal,Común,Por siempre,Los compañeros,En más de 4,16,8,1. Colegio Agustín Fernández (IED),masculino,torneo futsal colegio partidos ganamos pues empatado importa llegamos ala final ganando partidos aunque faciles pudimos pasar llegar final poder ganarla mas bueno podarle dar trofeo profesora mery,campeones,Relación con los compañeros,"mamá,Hermanos",Bachiller,Novedoso,Total control,Me interesa poco / Importa poco para mi futuro,Me interesa poco / Importa poco para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,Familia comunidad amigos/Profesores,Comprender como son cosas/Importancia de experimentar,Neutro,Neutro
13,11254644-7106-4e17-9689-6662beb56fbc,2017/11/30 23:10:38.456,Indiferente,Hace dos años,Experiencia personal,Muy rara y única,Por algun tiempo,Los compañeros,En 2,13,6,1. Colegio Agustín Fernández (IED),femenino,dia salon español estabamos esponiendo amiga paso raton pies mundo comenso agritar subieron alas sillas profesor iso salir vez poder sacar raton,raton,Ninguna de las anteriores,Papá,Bachiller,Pasa todo el tiempo,Poco control,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,Profesores,Nuevas conocimientos habilidades,Entender sucede alrededor,Trabajar en equipo
14,11301a05-27bd-40d4-a68d-46e297b114a5,2017/11/30 23:56:19.925,Indiferente,Hace seis meses,Experiencia personal,Pasa una vez cada tanto,Por mucho tiempo,Los profesores y las directivas,En más de 4,16,9,1. Colegio Agustín Fernández (IED),femenino,primer trimestre año enferme super feo incapacitaron dos semanas mas importantes trimestre ello baje colegio asi mal,desgracias trimestre,Educación / aprendizaje,"Papá,mamá,Hermanos",Técnico,Novedoso,Poco control,Me interesa mucho / Importa mucho para mi futuro,,,,Familia comunidad amigos/Profesores,,Oportunidades futuro,
15,13007a1c-dac3-4062-a197-a62fa5f46585,2017/11/18 02:53:10.398,Muy Feliz,El mes pasado,Una opinión,Pasa todo el tiempo,Por mucho tiempo,Todo el mundo,En 2,16,9,1. Colegio Agustín Fernández (IED),femenino,colegio bueno gente amigable profesores preocupan realmente estudiantes demás divertidos amables hacen sentir cómodos colegio hacen actividades diversas divertidas,segundo hogar,"La seguridad en el colegio,Educación / aprendizaje,Valores,Innovación / creatividad,Relación con los compañeros,Relación con los profesores","Papá,mamá,Hermanos","Primaria,Bachiller",Pasa todo el tiempo,,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Neutro,Neutro,Neutro,Neutro
16,14e79a05-deda-4208-97aa-75b4e11a455f,2017/11/17 04:26:02.209,Feliz,Hace más de dos años,Experiencia personal,Pasa una vez cada tanto,Por mucho tiempo,Nadie,Sólo en este,12,7,1. Colegio Agustín Fernández (IED),masculino,colegio aprendimos escribir leer convivir amigos aprender matemáticas sociales ingles geometría informática biología español,convivencia colegio,"Tecnología,Educación / aprendizaje,Relación con los compañeros","Papá,mamá,Hermanos",Bachiller,Pasa todo el tiempo,Total control,Me interesa poco / Importa poco para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa poco / Importa poco para mi futuro,Me interesa mucho / Importa poco para mi futuro,Familia comunidad amigos,Nuevas conocimientos habilidades/Comprender como son cosas,,
17,158c70ee-5161-437c-a220-275359511059,2017/11/17 03:22:25.417,Indiferente,Hace seis meses,Experiencia personal,Pasa una vez cada tanto,Por algun tiempo,Los compañeros,En 2,11,6,1. Colegio Agustín Fernández (IED),masculino,positivo apenas llegue amy recibieron bien manos abiertas pues principio trataban mal después empezaron cambiar negativocuando pelee compañero,compañero,Relación con los compañeros,"mamá,Hermanos,otros familiares",Técnico,,Absolutamente ningun control,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Profesores,Nuevas conocimientos habilidades/Comprender como son cosas,Relación demás,Comprender a los otros
18,160e32a2-003d-4661-a484-65074d77e2fa,2017/11/30 22:48:44.849,Triste,Hace un año,Experiencia personal,Pasa una vez cada tanto,Por algun tiempo,Nadie,Sólo en este,12,7,1. Colegio Agustín Fernández (IED),femenino,día amigas vez unas niñas pesaron tratar mal paro sabíamos tratando mal entonces tratábamos hablar dejaban siguiente día enpesaron insultar hablamos profe dijeron niño dialogamos alegraran cosas,amigas,Educación / aprendizaje,"Papá,Hermanos","Bachiller,Técnico",,Total control,Me interesa poco / Importa mucho para mi futuro,Me interesa poco / Importa poco para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Profesores,Nuevas conocimientos habilidades,Entender sucede alrededor,Trabajar en equipo
19,16ac21b0-c2e0-4c72-b470-e506e6f49168,2017/11/17 04:40:40.778,Muy Feliz,Hace más de dos años,Una opinión,Pasa todo el tiempo,Por siempre,Los profesores y las directivas,En 2,15,7,1. Colegio Agustín Fernández (IED),femenino,estudiante diría colegio cosas malas cosa buenas celebraciones celebramos amigable amables importarnos condición unidos ayudamos colegio mejores,mejorando colegio,Innovación / creatividad,"mamá,Hermanos,otros",Primaria,,Total control,Me interesa poco / Importa poco para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa poco / Importa poco para mi futuro,Me interesa poco / Importa mucho para mi futuro,Profesores,Nuevas conocimientos habilidades,Entender sucede alrededor,Trabajar en equipo
20,1aa35df7-a059-419c-91e9-6fce72885a0e,2017/11/30 22:58:01.655,Indiferente,Hace más de dos años,Experiencia personal,Común,Por siempre,Todo el mundo,Sólo en este,15,9,1. Colegio Agustín Fernández (IED),masculino,colegio tal buenos colegios cada opinion segun vaya colegio mal van hablar mal colegio,niño mazuera cuenta colegio,Innovación / creatividad,"Papá,mamá,Hermanos",Bachiller,Pasa todo el tiempo,Total control,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Familia comunidad amigos,Comprender como son cosas,Neutro,Comprender a los otros
21,1ad202ce-b1d4-4e87-b39a-8cee89daeb60,2017/12/01 03:43:05.785,Feliz,El mes pasado,Experiencia personal,Muy rara y única,Por siempre,Nadie,En 2,14,7,1. Colegio Agustín Fernández (IED),femenino,feliz pase año despues dijieron perdia ajajaj,esperiencias vida,Educación / aprendizaje,"Papá,mamá,Hermanos",Bachiller,Novedoso,Control,Me interesa mucho / Importa mucho para mi futuro,,,Me interesa mucho / Importa mucho para mi futuro,Familia comunidad amigos,Nuevas conocimientos habilidades,Oportunidades futuro,Ser el mejor
22,1c3f677e-8401-459a-a3a1-76c9d6665d63,2017/11/30 23:38:58.289,Triste,Hace seis meses,Experiencia personal,Pasa todo el tiempo,Por siempre,Los profesores y las directivas,Sólo en este,12,6,1. Colegio Agustín Fernández (IED),masculino,nombre andres fernando figuroa avila curso sufro matoneo escolar compañeros curso llevo años mazura villegas fernando años sufriendo matoneo escolar clase español tenia hacer actividad comprencion lectura actividad incluia dibujo equivoque dibuje dibujo tema corespondiente selo presente ala profesora ytodos meburlron poque equivoque,matoneo escolar,"Educación / aprendizaje,Bullying / matoneo","Papá,mamá,Hermanos,otros familiares",No tiene educación formal,,Absolutamente ningun control,Me interesa poco / Importa mucho para mi futuro,Me interesa poco / Importa poco para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,Profesores,Importancia de experimentar,Entender sucede alrededor,
23,1cc4226a-6255-414b-8891-5b5c83a6ed02,2017/12/01 03:30:30.222,Indiferente,El mes pasado,Experiencia personal,Muy rara y única,Por algun tiempo,Los compañeros,En más de 4,15,7,1. Colegio Agustín Fernández (IED),femenino,llegue colegio pense iba quedar sola nunca imagine iba empezar hablar mundo tímida conocí niña llamada laura iso mas sociable personas ocurrió año antepasadoeste año amiga llamada andrea pasaba tiempo viernes finalizando año iban decir perdía ganaba pasaba hacer prueba suficiencia pues resulta imaginaba perdia año viernes directora curso paso papel pasaban prueba suficiencia andrea tambien profesora entrego papel andrea andrea puso enojada conmigo momento podido hablar sigue enojada,tipos amistades,Relación con los compañeros,"mamá,Hermanos","Bachiller,Técnico",Completamente novedoso,Absolutamente ningun control,Me interesa poco / Importa poco para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Familia comunidad amigos,Comprender como son cosas,Entender sucede alrededor,Comprender a los otros
24,1d149e49-a6b3-4b00-8ebf-8db747206155,2017/11/17 05:01:55.497,Indiferente,Hace más de dos años,Experiencia personal,Común,Por mucho tiempo,Todo el mundo,Sólo en este,12,7,1. Colegio Agustín Fernández (IED),masculino,colegio agustín fernández historia colegio grande buenos maestros chévere colegio plazoletas estudiantes ñeros fuman armas blancas estudiantes buenos respetan trabajan vida colegio mala noticia hacían bulling pequeño hablo bien decían tartamudo buena noticia profesoras amaban decían buen estudiante lindo ojos verdes pase bachillerato luche vida vida diferente feliz,experiencia colegio,"Bullying / matoneo,Relación con los compañeros,Relación con los profesores,Ninguna de las anteriores","mamá,Hermanos","Primaria,Bachiller",Pasa todo el tiempo,Absolutamente ningun control,,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa poco para mi futuro,Neutro,Neutro,Neutro,Comprender a los otros
25,1e6b33b7-ee27-41ed-99ce-3d62ae95fd89,2017/11/16 20:57:22.759,Indiferente,No se,Experiencia personal,Pasa todo el tiempo,Por siempre,Nadie,Sólo en este,13,8,1. Colegio Agustín Fernández (IED),femenino,colegio chebre auque aveces problemas puede superar obstaculos retos personas siempre van contigo necesites bueno aprende,obstaculos,Relación con los compañeros,otros familiares,Bachiller,,,Me interesa mucho / Importa poco para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa poco para mi futuro,,,Relación demás/Entender sucede alrededor,Ser el mejor
26,1f3c25ef-c328-48d7-8fe2-27256c72d77e,2017/12/01 03:09:09.922,Triste,Hace un año,Experiencia personal,Muy rara y única,Por siempre,Todo el mundo,En 3,18,11,1. Colegio Agustín Fernández (IED),masculino,colegio chebre saberes trato general historia negativa ves décimo grado comienzo año haciendo unas pruebas física llamas salto largo repente turno saltar salte mal cuerpo quedo apoyado pie izquierdo fracture,trágica boba fractura,Salud,"mamá,Hermanos","Bachiller,Pregrado (profesional)",Completamente novedoso,,Me interesa mucho / Importa mucho para mi futuro,,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,A mi,Importancia de experimentar,Oportunidades futuro,
27,1f6ed497-1957-4490-9298-b906424b0bf5,2017/12/01 00:02:34.908,Muy Feliz,El mes pasado,Experiencia personal,Pasa todo el tiempo,Por algun tiempo,Los compañeros,En más de 4,14,9,1. Colegio Agustín Fernández (IED),femenino,vez colegio reí risa amigo casi caigo pleno patio central amigos,risa caida,Relación con los compañeros,"mamá,Hermanos,otros","Bachiller,Pregrado (profesional)",Pasa todo el tiempo,Poco control,Me interesa mucho / Importa poco para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,,Importancia de experimentar,,
28,201de47c-a27b-471c-943d-cc7719de2a9c,2017/12/01 00:06:19.793,Feliz,El mes pasado,Experiencia personal,Pasa una vez cada tanto,Por siempre,Nadie,En 3,15,9,1. Colegio Agustín Fernández (IED),masculino,presentación opciones cena preguntando conocíamos lácteos dije derivados baca ves leche,vaca,Ninguna de las anteriores,mamá,Bachiller,Novedoso,Absolutamente ningun control,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Familia comunidad amigos,Neutro,Relación demás/Entender sucede alrededor,Ser el mejor/Comprender a los otros
29,202840e2-3aa9-4b17-8127-98bb1ecc68bb,2017/11/17 03:23:21.187,Muy Feliz,Hace más de dos años,Experiencia personal,Muy rara y única,Por algun tiempo,Nadie,En 2,13,6,1. Colegio Agustín Fernández (IED),masculino,positivo apenas yege cole compa ñeros merrecibieron supernegativo yegue cole compañeros trataban mal,camilo,"La seguridad en el colegio,Valores","mamá,Hermanos",Bachiller,,,Me interesa poco / Importa mucho para mi futuro,Me interesa poco / Importa poco para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,Neutro,Neutro,Neutro,Neutro
30,20af7b22-0708-483c-9e73-4cc9bbbeace6,2017/11/30 23:49:00.892,Indiferente,No se,Una opinión,Pasa todo el tiempo,Por mucho tiempo,Los profesores y las directivas,En 3,17,10,1. Colegio Agustín Fernández (IED),masculino,historia personal contar embargo visto bullyingfraude violación aspectos muchas problemáticas cuales colegio resuelve sucede pasado después docente acercado joven problemas mostrarán interés alumnos nivel personal muchas violaciones suicidios demás pasado empezar preocuparse joven éste suceda dan igual importancia personalemocional académico,pasado,"La seguridad en el colegio,Educación / aprendizaje,Bullying / matoneo,Valores,Relación con los compañeros,Relación con la familia","Papá,mamá","Bachiller,Técnico",Pasa todo el tiempo,,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,Neutro,Neutro,Neutro,Trabajar en equipo/Comprender a los otros
31,20c7da5f-c0d2-4b40-888c-5829f02479a6,2017/11/18 02:49:12.187,Muy Feliz,Hace seis meses,Una opinión,Común,Por algun tiempo,Todo el mundo,En 2,15,9,1. Colegio Agustín Fernández (IED),femenino,diría amigo colegio chévere enseñan bien paciencia aunque muchas veces cometemos errores ayudan mejorarlos juzgan formando cada día ser mejores personas futuro,historia colegio,Educación / aprendizaje,"Papá,mamá",Primaria,Pasa todo el tiempo,Absolutamente ningun control,Me interesa mucho / Importa poco para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa poco / Importa poco para mi futuro,Profesores,Neutro,Neutro,Neutro
32,20ecaaf6-442f-4901-bf0f-7f0221e4c592,2017/12/01 03:21:11.112,Muy Feliz,No se,Experiencia personal,Pasa una vez cada tanto,Por mucho tiempo,Los compañeros,En 2,14,7,1. Colegio Agustín Fernández (IED),masculino,vida colegio sido buena gracias gran experiencia compañeros estudio asado colaboramos divertimos comimos vinieron mamas compañeros tomamos fotos grupo profesora después bailamos paso,gran día asado,Comida,otros familiares,Pregrado (profesional),,,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Profesores,Nuevas conocimientos habilidades,Relación demás,Trabajar en equipo
33,23628117-cb2c-4605-abd6-bad2b4876e75,2017/11/30 22:44:29.281,Indiferente,No se,Experiencia personal,Muy rara y única,Por algun tiempo,Nadie,En 2,15,7,1. Colegio Agustín Fernández (IED),femenino,colegio profesora español ayudo aunque presente nivelacion,nivelacion,Ninguna de las anteriores,"Papá,mamá",Pregrado (profesional),Pasa frecuentemente,Control,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,Familia comunidad amigos/Profesores,Nuevas conocimientos habilidades,Neutro,Trabajar en equipo/Comprender a los otros
34,2426ee69-fdab-46fb-9546-3c8fc58e2fd7,2017/11/17 04:49:38.832,Muy Feliz,No se,Experiencia personal,Pasa todo el tiempo,Por siempre,Todo el mundo,Sólo en este,14,7,1. Colegio Agustín Fernández (IED),femenino,pues mucha gente habla cosas negativas colegio aquí colegio prendí muchas cosas res petar profes compañeros ect,prender amirar bien cosas hablar,"Educación / aprendizaje,Bullying / matoneo","Papá,Hermanos",Bachiller,Pasa todo el tiempo,Total control,Me interesa mucho / Importa poco para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa poco / Importa poco para mi futuro,Profesores,Comprender como son cosas,Entender sucede alrededor,Trabajar en equipo
35,25d8c12a-d52e-4c7d-851b-e72f16257c5a,2017/11/17 04:52:41.260,Muy Feliz,Hace seis meses,Experiencia personal,Muy rara y única,Por siempre,Nadie,Sólo en este,12,7,1. Colegio Agustín Fernández (IED),femenino,vez todas amigas principio año darnos primaria emocionante profesores dieron cuenta luego salimos niños quedaron mirándonos despelucadas,mejores peleas grado,Relación con los compañeros,"Papá,mamá,Hermanos,otros",Primaria,Completamente novedoso,Absolutamente ningun control,Me interesa poco / Importa poco para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Familia comunidad amigos,Importancia de experimentar,Relación demás,Comprender a los otros
36,26898b59-e140-4059-acba-f2355faa362d,2017/11/30 23:22:41.005,Muy Triste,El mes pasado,Experiencia personal,Muy rara y única,Por siempre,Nadie,En 2,15,10,1. Colegio Agustín Fernández (IED),femenino,muestras quimicas aula regular perdi tres periodos quimica pues nievele primer periodo segundo tercero perdi prueba suficiencia dicen estudiando quimica sena pierdo aulña regular ironico paso,ironia vida,Educación / aprendizaje,otros,Pregrado (profesional),Completamente novedoso,Absolutamente ningun control,,Me interesa mucho / Importa poco para mi futuro,,Me interesa poco / Importa mucho para mi futuro,Profesores,Nuevas conocimientos habilidades,Oportunidades futuro,Ser el mejor
37,26a76e32-3785-4f0c-b1c0-53aa9c3d0135,2017/12/01 00:28:48.537,Indiferente,Hace un año,Una experiencia que alguien te compartió,Pasa todo el tiempo,Por algun tiempo,Nadie,En 2,13,7,1. Colegio Agustín Fernández (IED),masculino,bago perdí año voy perdiendo atra ves fin,perdí año,Relación con los profesores,mamá,Bachiller,Novedoso,Absolutamente ningun control,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Profesores,Nuevas conocimientos habilidades/Comprender como son cosas,Entender sucede alrededor,Ser el mejor
